date_day,tot
2020-10-17,290
2020-10-18,291
2020-10-19,292
2020-10-20,293
2020-10-21,294
2020-10-22,295
2020-10-23,296
2020-10-24,297
2020-10-25,298
2020-10-26,299
2020-10-27,300
2020-10-28,301
2020-10-29,302
2020-10-30,303
2020-10-31,304
2020-11-01,305
2020-11-02,306
2020-11-03,307
2020-11-04,308
2020-11-05,309
2020-11-06,310
2020-11-07,311
2020-11-08,312
2020-11-09,313
2020-11-10,314
2020-11-11,315
2020-11-12,316
2020-11-13,317
2020-11-14,318
2020-11-15,319
2020-11-16,320
2020-11-17,321
2020-11-18,322
2020-11-19,323
2020-11-20,324
2020-11-21,325
2020-11-22,326
2020-11-23,327
2020-11-24,328
2020-11-25,329
2020-11-26,330
2020-11-27,331
2020-11-28,332
2020-11-29,333
2020-11-30,334
2020-12-01,335
2020-12-02,336
2020-12-03,337
2020-12-04,338
2020-12-05,339
2020-12-06,340
2020-12-07,341
2020-12-08,342
2020-12-09,343
2020-12-10,344
2020-12-11,345
2020-12-12,346
2020-12-13,347
2020-12-14,348
2020-12-15,349
2020-12-16,350
2020-12-17,351
2020-12-18,352
2020-12-19,353
2020-12-20,354
2020-12-21,355
2020-12-22,356
2020-12-23,357
2020-12-24,358
2020-12-25,359
2020-12-26,360
2020-12-27,361
2020-12-28,362
2020-12-29,363
2020-12-30,364
2020-12-31,365
2021-01-01,366
2021-01-02,367
2021-01-03,368
2021-01-04,369
2021-01-05,370
2021-01-06,371
2021-01-07,372
2021-01-08,373
2021-01-09,374
2021-01-10,375
2021-01-11,376
2021-01-12,377
2021-01-13,378
2021-01-14,379
2021-01-15,380
2021-01-16,381
2021-01-17,382
2021-01-18,383
2021-01-19,384
2021-01-20,385
2021-01-21,386
2021-01-22,387
2021-01-23,388
2021-01-24,389
2021-01-25,390
2021-01-26,391
2021-01-27,392
2021-01-28,393
2021-01-29,394
2021-01-30,395
2021-01-31,396
2021-02-01,397
2021-02-02,398
2021-02-03,399
2021-02-04,400
2021-02-05,401
2021-02-06,402
2021-02-07,403
2021-02-08,404
2021-02-09,405
2021-02-10,406
2021-02-11,407
2021-02-12,408
2021-02-13,409
2021-02-14,410
2021-02-15,411
2021-02-16,412
2021-02-17,413
2021-02-18,414
2021-02-19,415
2021-02-20,416
2021-02-21,417
2021-02-22,418
2021-02-23,419
2021-02-24,420
2021-02-25,421
2021-02-26,422
2021-02-27,423
2021-02-28,424
2021-03-01,425
2021-03-02,426
2021-03-03,427
2021-03-04,428
2021-03-05,429
2021-03-06,430
2021-03-07,431
2021-03-08,432
2021-03-09,433
2021-03-10,434
2021-03-11,435
2021-03-12,436
2021-03-13,437
2021-03-14,438
2021-03-15,439
2021-03-16,440
2021-03-17,441
2021-03-18,442
2021-03-19,443
2021-03-20,444
2021-03-21,445
2021-03-22,446
2021-03-23,447
2021-03-24,448
2021-03-25,449
2021-03-26,450
2021-03-27,451
2021-03-28,452
2021-03-29,453
2021-03-30,454
2021-03-31,455
2021-04-01,456
2021-04-02,457
2021-04-03,458
2021-04-04,459
2021-04-05,460
2021-04-06,461
2021-04-07,462
2021-04-08,463
2021-04-09,464
2021-04-10,465
2021-04-11,466
2021-04-12,467
2021-04-13,468
2021-04-14,469
2021-04-15,470
2021-04-16,471
2021-04-17,472
2021-04-18,473
2021-04-19,474
2021-04-20,475
2021-04-21,476
2021-04-22,477
2021-04-23,478
2021-04-24,479
2021-04-25,480
2021-04-26,481
2021-04-27,482
2021-04-28,483
2021-04-29,484
2021-04-30,485
2021-05-01,486
2021-05-02,487
2021-05-03,488
2021-05-04,489
2021-05-05,490
2021-05-06,491
2021-05-07,492
2021-05-08,493
2021-05-09,494
2021-05-10,495
2021-05-11,496
2021-05-12,497
2021-05-13,498
2021-05-14,499
2021-05-15,500
2021-05-16,501
2021-05-17,502
2021-05-18,503
2021-05-19,504
2021-05-20,505
2021-05-21,506
2021-05-22,507
2021-05-23,508
2021-05-24,509
2021-05-25,510
2021-05-26,511
2021-05-27,512
2021-05-28,513
2021-05-29,514
2021-05-30,515
2021-05-31,516
2021-06-01,517
2021-06-02,518
2021-06-03,519
2021-06-04,520
2021-06-05,521
2021-06-06,522
2021-06-07,523
2021-06-08,524
2021-06-09,525
2021-06-10,526
2021-06-11,527
2021-06-12,528
2021-06-13,529
2021-06-14,530
2021-06-15,531
2021-06-16,532
2021-06-17,533
2021-06-18,534
2021-06-19,535
2021-06-20,536
2021-06-21,537
2021-06-22,538
2021-06-23,539
2021-06-24,540
2021-06-25,541
2021-06-26,542
2021-06-27,543
2021-06-28,544
2021-06-29,545
2021-06-30,546
2021-07-01,547
2021-07-02,548
2021-07-03,549
2021-07-04,550
2021-07-05,551
2021-07-06,552
2021-07-07,553
2021-07-08,554
2021-07-09,555
2021-07-10,556
2021-07-11,557
2021-07-12,558
2021-07-13,559
2021-07-14,560
2021-07-15,561
2021-07-16,562
2021-07-17,563
2021-07-18,564
2021-07-19,565
2021-07-20,566
2021-07-21,567
2021-07-22,568
2021-07-23,569
2021-07-24,570
2021-07-25,571
2021-07-26,572
2021-07-27,573
2021-07-28,574
2021-07-29,575
2021-07-30,576
2021-07-31,577
2021-08-01,578
2021-08-02,579
2021-08-03,580
2021-08-04,581
2021-08-05,582
2021-08-06,583
2021-08-07,584
2021-08-08,585
2021-08-09,586
2021-08-10,587
2021-08-11,588
2021-08-12,589
2021-08-13,590
2021-08-14,591
2021-08-15,592
2021-08-16,593
2021-08-17,594
2021-08-18,595
2021-08-19,596
2021-08-20,597
2021-08-21,598
2021-08-22,599
2021-08-23,600
2021-08-24,601
2021-08-25,602
2021-08-26,603
2021-08-27,604
2021-08-28,605
2021-08-29,606
2021-08-30,607
2021-08-31,608
2021-09-01,609
2021-09-02,610
2021-09-03,611
2021-09-04,612
2021-09-05,613
2021-09-06,614
2021-09-07,615
2021-09-08,616
2021-09-09,617
2021-09-10,618
2021-09-11,619
2021-09-12,620
2021-09-13,621
2021-09-14,622
2021-09-15,623
2021-09-16,624
2021-09-17,625
2021-09-18,626
2021-09-19,627
2021-09-20,628
2021-09-21,629
2021-09-22,630
2021-09-23,631
2021-09-24,632
2021-09-25,633
2021-09-26,634
2021-09-27,635
2021-09-28,636
2021-09-29,637
2021-09-30,638
2021-10-01,639
2021-10-02,640
2021-10-03,641
2021-10-04,642
2021-10-05,643
2021-10-06,644
2021-10-07,645
2021-10-08,646
2021-10-09,647
2021-10-10,648
2021-10-11,649
2021-10-12,650
2021-10-13,651
2021-10-14,652
2021-10-15,653
2021-10-16,654
2021-10-17,655
2021-10-18,656
2021-10-19,657
2021-10-20,658
2021-10-21,659
2021-10-22,660
2021-10-23,661
2021-10-24,662
2021-10-25,663
2021-10-26,664
2021-10-27,665
2021-10-28,666
2021-10-29,667
2021-10-30,668
2021-10-31,669
2021-11-01,670
2021-11-02,671
2021-11-03,672
2021-11-04,673
2021-11-05,674
2021-11-06,675
2021-11-07,676
2021-11-08,677
2021-11-09,678
2021-11-10,679
2021-11-11,680
2021-11-12,681
2021-11-13,682
2021-11-14,683
2021-11-15,684
2021-11-16,685
2021-11-17,686
2021-11-18,687
2021-11-19,688
2021-11-20,689
2021-11-21,690
2021-11-22,691
2021-11-23,692
2021-11-24,693
2021-11-25,694
2021-11-26,695
2021-11-27,696
2021-11-28,697
2021-11-29,698
2021-11-30,699
2021-12-01,700
2021-12-02,701
2021-12-03,702
2021-12-04,703
2021-12-05,704
2021-12-06,705
2021-12-07,706
2021-12-08,707
2021-12-09,708
2021-12-10,709
2021-12-11,710
2021-12-12,711
2021-12-13,712
2021-12-14,713
2021-12-15,714
2021-12-16,715
2021-12-17,716
2021-12-18,717
2021-12-19,718
2021-12-20,719
2021-12-21,720
2021-12-22,721
2021-12-23,722
2021-12-24,723
2021-12-25,724
2021-12-26,725
2021-12-27,726
2021-12-28,727
2021-12-29,728
2021-12-30,729
2021-12-31,730
2022-01-01,731
2022-01-02,732
2022-01-03,733
2022-01-04,734
2022-01-05,735
2022-01-06,736
2022-01-07,737
2022-01-08,738
2022-01-09,739
2022-01-10,740
2022-01-11,741
2022-01-12,742
2022-01-13,743
2022-01-14,744
2022-01-15,745
2022-01-16,746
2022-01-17,747
2022-01-18,748
2022-01-19,749
2022-01-20,750
2022-01-21,751
2022-01-22,752
2022-01-23,753
2022-01-24,754
2022-01-25,755
2022-01-26,756
2022-01-27,757
2022-01-28,758
2022-01-29,759
2022-01-30,760
2022-01-31,761
2022-02-01,762
2022-02-02,763
2022-02-03,764
2022-02-04,765
2022-02-05,766
2022-02-06,767
2022-02-07,768
2022-02-08,769
2022-02-09,770
2022-02-10,771
2022-02-11,772
2022-02-12,773
2022-02-13,774
2022-02-14,775
2022-02-15,776
2022-02-16,777
2022-02-17,778
2022-02-18,779
2022-02-19,780
2022-02-20,781
2022-02-21,782
2022-02-22,783
2022-02-23,784
2022-02-24,785
2022-02-25,786
2022-02-26,787
2022-02-27,788
2022-02-28,789
2022-03-01,790
2022-03-02,791
2022-03-03,792
2022-03-04,793
2022-03-05,794
2022-03-06,795
2022-03-07,796
2022-03-08,797
2022-03-09,798
2022-03-10,799
2022-03-11,800
2022-03-12,801
2022-03-13,802
2022-03-14,803
2022-03-15,804
2022-03-16,805
2022-03-17,806
2022-03-18,807
2022-03-19,808
2022-03-20,809
2022-03-21,810
2022-03-22,811
2022-03-23,812
2022-03-24,813
2022-03-25,814
2022-03-26,815
2022-03-27,816
2022-03-28,817
2022-03-29,818
2022-03-30,819
2022-03-31,820
2022-04-01,821
2022-04-02,822
2022-04-03,823
2022-04-04,824
2022-04-05,825
2022-04-06,826
2022-04-07,827
2022-04-08,828
2022-04-09,829
2022-04-10,830
2022-04-11,831
2022-04-12,832
2022-04-13,833
2022-04-14,834
2022-04-15,835
2022-04-16,836
2022-04-17,837
2022-04-18,838
2022-04-19,839
2022-04-20,840
2022-04-21,841
2022-04-22,842
2022-04-23,843
2022-04-24,844
2022-04-25,845
2022-04-26,846
2022-04-27,847
2022-04-28,848
2022-04-29,849
2022-04-30,850
2022-05-01,851
2022-05-02,852
2022-05-03,853
2022-05-04,854
2022-05-05,855
2022-05-06,856
2022-05-07,857
2022-05-08,858
2022-05-09,859
2022-05-10,860
2022-05-11,861
2022-05-12,862
2022-05-13,863
2022-05-14,864
2022-05-15,865
2022-05-16,866
2022-05-17,867
2022-05-18,868
2022-05-19,869
2022-05-20,870
2022-05-21,871
2022-05-22,872
2022-05-23,873
2022-05-24,874
2022-05-25,875
2022-05-26,876
2022-05-27,877
2022-05-28,878
2022-05-29,879
2022-05-30,880
2022-05-31,881
2022-06-01,882
2022-06-02,883
2022-06-03,884
2022-06-04,885
2022-06-05,886
2022-06-06,887
2022-06-07,888
2022-06-08,889
2022-06-09,890
2022-06-10,891
2022-06-11,892
2022-06-12,893
2022-06-13,894
2022-06-14,895
2022-06-15,896
2022-06-16,897
2022-06-17,898
2022-06-18,899
2022-06-19,900
2022-06-20,901
2022-06-21,902
2022-06-22,903
2022-06-23,904
2022-06-24,905
2022-06-25,906
2022-06-26,907
2022-06-27,908
2022-06-28,909
2022-06-29,910
2022-06-30,911
2022-07-01,912
2022-07-02,913
2022-07-03,914
2022-07-04,915
2022-07-05,916
2022-07-06,917
2022-07-07,918
2022-07-08,919
2022-07-09,920
2022-07-10,921
2022-07-11,922
2022-07-12,923
2022-07-13,924
2022-07-14,925
2022-07-15,926
2022-07-16,927
2022-07-17,928
2022-07-18,929
2022-07-19,930
2022-07-20,931
2022-07-21,932
2022-07-22,933
2022-07-23,934
2022-07-24,935
2022-07-25,936
2022-07-26,937
2022-07-27,938
2022-07-28,939
2022-07-29,940
2022-07-30,941
2022-07-31,942
2022-08-01,943
2022-08-02,944
2022-08-03,945
2022-08-04,946
2022-08-05,947
2022-08-06,948
2022-08-07,949
2022-08-08,950
2022-08-09,951
2022-08-10,952
2022-08-11,953
2022-08-12,954
2022-08-13,955
2022-08-14,956
2022-08-15,957
2022-08-16,958
2022-08-17,959
2022-08-18,960
2022-08-19,961
2022-08-20,962
2022-08-21,963
2022-08-22,964
2022-08-23,965
2022-08-24,966
2022-08-25,967
2022-08-26,968
2022-08-27,969
2022-08-28,970
2022-08-29,971
2022-08-30,972
2022-08-31,973
2022-09-01,974
2022-09-02,975
2022-09-03,976
2022-09-04,977
2022-09-05,978
2022-09-06,979
2022-09-07,980
2022-09-08,981
2022-09-09,982
2022-09-10,983
2022-09-11,984
2022-09-12,985
2022-09-13,986
2022-09-14,987
2022-09-15,988
2022-09-16,989
2022-09-17,990
2022-09-18,991
2022-09-19,992
2022-09-20,993
2022-09-21,994
2022-09-22,995
2022-09-23,996
2022-09-24,997
2022-09-25,998
2022-09-26,999
2022-09-27,1000
2022-09-28,1001
2022-09-29,1002
2022-09-30,1003
2022-10-01,1004
2022-10-02,1005
2022-10-03,1006
2022-10-04,1007
2022-10-05,1008
2022-10-06,1009
2022-10-07,1010
2022-10-08,1011
2022-10-09,1012
2022-10-10,1013
2022-10-11,1014
2022-10-12,1015
2022-10-13,1016
2022-10-14,1017
2022-10-15,1018
2022-10-16,1019
2022-10-17,1020
2022-10-18,1021
2022-10-19,1022
2022-10-20,1023
2022-10-21,1024
2022-10-22,1025
2022-10-23,1026
2022-10-24,1027
2022-10-25,1028
2022-10-26,1029
2022-10-27,1030
2022-10-28,1031
2022-10-29,1032
2022-10-30,1033
2022-10-31,1034
2022-11-01,1035
2022-11-02,1036
2022-11-03,1037
2022-11-04,1038
2022-11-05,1039
2022-11-06,1040
2022-11-07,1041
2022-11-08,1042
2022-11-09,1043
2022-11-10,1044
2022-11-11,1045
2022-11-12,1046
2022-11-13,1047
2022-11-14,1048
2022-11-15,1049
2022-11-16,1050
2022-11-17,1051
2022-11-18,1052
2022-11-19,1053
2022-11-20,1054
2022-11-21,1055
2022-11-22,1056
2022-11-23,1057
2022-11-24,1058
2022-11-25,1059
2022-11-26,1060
2022-11-27,1061
2022-11-28,1062
2022-11-29,1063
2022-11-30,1064
2022-12-01,1065
2022-12-02,1066
2022-12-03,1067
2022-12-04,1068
2022-12-05,1069
2022-12-06,1070
2022-12-07,1071
2022-12-08,1072
2022-12-09,1073
2022-12-10,1074
2022-12-11,1075
2022-12-12,1076
2022-12-13,1077
2022-12-14,1078
2022-12-15,1079
2022-12-16,1080
2022-12-17,1081
2022-12-18,1082
2022-12-19,1083
2022-12-20,1084
2022-12-21,1085
2022-12-22,1086
2022-12-23,1087
2022-12-24,1088
2022-12-25,1089
2022-12-26,1090
2022-12-27,1091
2022-12-28,1092
2022-12-29,1093
2022-12-30,1094
2022-12-31,1095
2023-01-01,1096
2023-01-02,1097
2023-01-03,1098
2023-01-04,1099
2023-01-05,1100
2023-01-06,1101
2023-01-07,1102
2023-01-08,1103
2023-01-09,1104
2023-01-10,1105
2023-01-11,1106
2023-01-12,1107
2023-01-13,1108
2023-01-14,1109
2023-01-15,1110
2023-01-16,1111
2023-01-17,1112
2023-01-18,1113
2023-01-19,1114
2023-01-20,1115
2023-01-21,1116
2023-01-22,1117
2023-01-23,1118
2023-01-24,1119
2023-01-25,1120
2023-01-26,1121
2023-01-27,1122
2023-01-28,1123
2023-01-29,1124
2023-01-30,1125
2023-01-31,1126
2023-02-01,1127
2023-02-02,1128
2023-02-03,1129
2023-02-04,1130
2023-02-05,1131
2023-02-06,1132
2023-02-07,1133
2023-02-08,1134
2023-02-09,1135
2023-02-10,1136
2023-02-11,1137
2023-02-12,1138
2023-02-13,1139
2023-02-14,1140
2023-02-15,1141
2023-02-16,1142
2023-02-17,1143
2023-02-18,1144
2023-02-19,1145
2023-02-20,1146
2023-02-21,1147
2023-02-22,1148
2023-02-23,1149
2023-02-24,1150
2023-02-25,1151
2023-02-26,1152
2023-02-27,1153
2023-02-28,1154
2023-03-01,1155
2023-03-02,1156
2023-03-03,1157
2023-03-04,1158
2023-03-05,1159
2023-03-06,1160
2023-03-07,1161
2023-03-08,1162
2023-03-09,1163
2023-03-10,1164
2023-03-11,1165
2023-03-12,1166
2023-03-13,1167
2023-03-14,1168
2023-03-15,1169
2023-03-16,1170
2023-03-17,1171
2023-03-18,1172
2023-03-19,1173
2023-03-20,1174
2023-03-21,1175
2023-03-22,1176
2023-03-23,1177
2023-03-24,1178
2023-03-25,1179
2023-03-26,1180
2023-03-27,1181
2023-03-28,1182
2023-03-29,1183
2023-03-30,1184
2023-03-31,1185
2023-04-01,1186
2023-04-02,1187
2023-04-03,1188
2023-04-04,1189
2023-04-05,1190
2023-04-06,1191
2023-04-07,1192
2023-04-08,1193
2023-04-09,1194
2023-04-10,1195
2023-04-11,1196
2023-04-12,1197
2023-04-13,1198
2023-04-14,1199
2023-04-15,1200
2023-04-16,1201
2023-04-17,1202
2023-04-18,1203
2023-04-19,1204
2023-04-20,1205
2023-04-21,1206
2023-04-22,1207
2023-04-23,1208
2023-04-24,1209
2023-04-25,1210
2023-04-26,1211
2023-04-27,1212
2023-04-28,1213
2023-04-29,1214
2023-04-30,1215
2023-05-01,1216
2023-05-02,1217
2023-05-03,1218
2023-05-04,1219
2023-05-05,1220
2023-05-06,1221
2023-05-07,1222
2023-05-08,1223
2023-05-09,1224
2023-05-10,1225
2023-05-11,1226
2023-05-12,1227
2023-05-13,1228
2023-05-14,1229
2023-05-15,1230
2023-05-16,1231
2023-05-17,1232
2023-05-18,1233
2023-05-19,1234
2023-05-20,1235
2023-05-21,1236
2023-05-22,1237
2023-05-23,1238
2023-05-24,1239
2023-05-25,1240
2023-05-26,1241
2023-05-27,1242
2023-05-28,1243
2023-05-29,1244
2023-05-30,1245
2023-05-31,1246
2023-06-01,1247
2023-06-02,1248
2023-06-03,1249
2023-06-04,1250
2023-06-05,1251
2023-06-06,1252
2023-06-07,1253
2023-06-08,1254
2023-06-09,1255
2023-06-10,1256
2023-06-11,1257
2023-06-12,1258
2023-06-13,1259
2023-06-14,1260
2023-06-15,1261
2023-06-16,1262
2023-06-17,1263
2023-06-18,1264
2023-06-19,1265
2023-06-20,1266
2023-06-21,1267
2023-06-22,1268
2023-06-23,1269
2023-06-24,1270
2023-06-25,1271
2023-06-26,1272
2023-06-27,1273
2023-06-28,1274
2023-06-29,1275
2023-06-30,1276
2023-07-01,1277
2023-07-02,1278
2023-07-03,1279
2023-07-04,1280
2023-07-05,1281
2023-07-06,1282
2023-07-07,1283
2023-07-08,1284
2023-07-09,1285
2023-07-10,1286
2023-07-11,1287
2023-07-12,1288
2023-07-13,1289
2023-07-14,1290
2023-07-15,1291
2023-07-16,1292
2023-07-17,1293
2023-07-18,1294
2023-07-19,1295
2023-07-20,1296
2023-07-21,1297
2023-07-22,1298
2023-07-23,1299
2023-07-24,1300
2023-07-25,1301
2023-07-26,1302
2023-07-27,1303
2023-07-28,1304
2023-07-29,1305
2023-07-30,1306
2023-07-31,1307
2023-08-01,1308
2023-08-02,1309
2023-08-03,1310
2023-08-04,1311
2023-08-05,1312
2023-08-06,1313
2023-08-07,1314
2023-08-08,1315
2023-08-09,1316
2023-08-10,1317
2023-08-11,1318
2023-08-12,1319
2023-08-13,1320
2023-08-14,1321
2023-08-15,1322
2023-08-16,1323
2023-08-17,1324
2023-08-18,1325
2023-08-19,1326
2023-08-20,1327
2023-08-21,1328
2023-08-22,1329
2023-08-23,1330
2023-08-24,1331
2023-08-25,1332
2023-08-26,1333
2023-08-27,1334
2023-08-28,1335
2023-08-29,1336
2023-08-30,1337
2023-08-31,1338
2023-09-01,1339
2023-09-02,1340
2023-09-03,1341
2023-09-04,1342
2023-09-05,1343
2023-09-06,1344
2023-09-07,1345
2023-09-08,1346
2023-09-09,1347
2023-09-10,1348
2023-09-11,1349
2023-09-12,1350
2023-09-13,1351
2023-09-14,1352
2023-09-15,1353
2023-09-16,1354
2023-09-17,1355
2023-09-18,1356
2023-09-19,1357
2023-09-20,1358
2023-09-21,1359
2023-09-22,1360
2023-09-23,1361
2023-09-24,1362
2023-09-25,1363
2023-09-26,1364
2023-09-27,1365
2023-09-28,1366
2023-09-29,1367
2023-09-30,1368
2023-10-01,1369
2023-10-02,1370
2023-10-03,1371
2023-10-04,1372
2023-10-05,1373
2023-10-06,1374
2023-10-07,1375
2023-10-08,1376
2023-10-09,1377
2023-10-10,1378
2023-10-11,1379
2023-10-12,1380
2023-10-13,1381
2023-10-14,1382
2023-10-15,1383
2023-10-16,1384
2023-10-17,1385
2023-10-18,1386
2023-10-19,1387
2023-10-20,1388
2023-10-21,1389
2023-10-22,1390
2023-10-23,1391
2023-10-24,1392
2023-10-25,1393
2023-10-26,1394
2023-10-27,1395
2023-10-28,1396
2023-10-29,1397
2023-10-30,1398
2023-10-31,1399
2023-11-01,1400
2023-11-02,1401
2023-11-03,1402
2023-11-04,1403
2023-11-05,1404
2023-11-06,1405
2023-11-07,1406
2023-11-08,1407
2023-11-09,1408
2023-11-10,1409
2023-11-11,1410
2023-11-12,1411
2023-11-13,1412
2023-11-14,1413
2023-11-15,1414
2023-11-16,1415
2023-11-17,1416
2023-11-18,1417
2023-11-19,1418
2023-11-20,1419
2023-11-21,1420
2023-11-22,1421
2023-11-23,1422
2023-11-24,1423
2023-11-25,1424
2023-11-26,1425
2023-11-27,1426
2023-11-28,1427
2023-11-29,1428
2023-11-30,1429
2023-12-01,1430
2023-12-02,1431
2023-12-03,1432
2023-12-04,1433
2023-12-05,1434
2023-12-06,1435
2023-12-07,1436
2023-12-08,1437
2023-12-09,1438
2023-12-10,1439
2023-12-11,1440
2023-12-12,1441
2023-12-13,1442
2023-12-14,1443
2023-12-15,1444
2023-12-16,1445
2023-12-17,1446
2023-12-18,1447
2023-12-19,1448
2023-12-20,1449
2023-12-21,1450
2023-12-22,1451
2023-12-23,1452
2023-12-24,1453
2023-12-25,1454
2023-12-26,1455
2023-12-27,1456
2023-12-28,1457
2023-12-29,1458
2023-12-30,1459
2023-12-31,1460
